plataforma;link_anuncio;titulo;preco;vendedor;avaliacao_nota;avaliacao_numero;descricao;categoria_produto;compatibilidade;capacidade;modelo_cartucho;rendimento_paginas;custo_por_pagina
mercado_livre;https://www.mercadolivre.com.br/cartucho-de-tinta-hp-122-preto/p/MLB24113444;Cartucho de Tinta HP 122 Preto;95.06;JRWIMPORTACAO;4.8;126;"Descrição Cartucho de Tinta HP 122 Preto Original CH561HB - Não recarregável Os cartuchos foram projetados para garantir que sua impressora forneça textos nítidos e com cores intensas. A impressão é fácil e o valor é excelente. Fácil de usar, com a tecnologia que permite terminar a impressão de um documento importante mesmo quando os níveis de uma cor específica estão baixos. Mais valor para altos volumes com cartuchos de tinta XL (opcionais.) ESPECIFICAÇÕES TÉCNICAS: - QUANTIDADE DE TINTA: 2 ML - DESEMPENHO: 120 páginas - COR: Preto COMPATIBILIDADE: - Impressora HP Deskjet 1000 - J110a; Impressora HP Deskjet 2000 - J210a; Impressora HP Deskjet 2050 Multifuncional - J510a; Multifuncional HP Deskjet 3050 J610a DIFERENCIAIS: - Impressões que funcionam todas as vezes. Cartuchos projetados para alto desempenho. - Impressões resistentes à água e que não desbotam com o tempo. - Cores mais intensas e nítidas. Com Tecnologia anti curvas. - Resultados superiores da primeira à última página, sem obstruções ou impressões com bandas. - Impressão responsável, os cartuchos são feitos com até 50% de material reciclado.";Suprimento de Impressão;Original;Padrão;122;120.0;0.7921666666666667
mercado_livre;https://www.mercadolivre.com.br/toner-compativel-ce505a-cf280a-p2035-m425-25k/p/MLB38621511;Toner Compatível Ce505a Cf280a - P2035 M425 -2.5k;51.86;EDUARDO GOMIERO;4.5;20;Descrição Especificações Técnicas. - Rendimento médio de 2.500 páginas considerando 5% de cobertura no papel A4. - Toner compatível com o toner fabricado pela HP. Modelos HP compatíveis com o toner HP CF280 - HP M425 - HP M401 - HP M401N - HP M425DN - HP M401DNE - HP M401DN - HP M401DW Modelos HP compatíveis com o toner HP CF505 - HP P2050 - HP P2035 - HP P2055 - HP P2035N - HP P2055N - HP P2055X - HP P2055DN *Marcas e Modelos citados apenas como referência técnica para utilização correta dos nossos produtos. Conforme artigo 31 da Lei: 8078 de 11.09.1990.;Suprimento de Impressão;Original;Padrão;Outro;500.0;0.10371999999999999
mercado_livre;https://www.mercadolivre.com.br/kit-4-cartucho-compativel-670xl-advantag-3525-4615-4625-5525/p/MLB24113448;Kit 4 Cartucho Compatível 670xl Advantag 3525 4615 4625 5525;41.0;ATACADAO1TONER;4.7;198;;Suprimento de Impressão;Original;XL (Alto Rendimento);Outro;;
mercado_livre;https://www.mercadolivre.com.br/toner-p1102w-m1132-m1212-compativel-para-hp-evolut-maxprint/p/MLB48217715;Toner P1102w M1132 M1212 Compatível Para Hp Evolut Maxprint;34.9;JUJUBA MEGASTORE;4.9;19;Descrição Toner compatível com as impressoras HP abaixo: Impressora P1109 Impressora P1102 Impressora P1102W Impressora HP M1132 Toner lacrado com chip novo, pronto para uso. Só colocar na máquina e usar. Modelo: CE 285A | CB 435A | CB 436A MARCA: EVOLUT Cor: Black | Preto Rendimento médio de 2.100 impressões para 5% da página A4. Produto embalado e lacrado. Imagem ilustrativa utilizada para identificação e demonstração de produto. As Marcas citadas no anúncio pertencem aos seus respectivos fabricantes, somente mencionadas como referências para o uso correto do produto, conforme artigo 31 da Lei: 8078 de 11.09.1990;Suprimento de Impressão;Original;Padrão;Outro;;
mercado_livre;https://www.mercadolivre.com.br/toner-p1102w-m1132-m1212-compativel-para-hp-evolut-maxprint/p/MLB48217715?offer_type=OFFICIAL_STORE;Toner P1102w M1132 M1212 Compatível Para Hp Evolut Maxprint;39.68;TONER SHOPS;4.9;19;Descrição Toner compatível com as impressoras HP abaixo: Impressora P1109 Impressora P1102 Impressora P1102W Impressora HP M1132 Toner lacrado com chip novo, pronto para uso. Só colocar na máquina e usar. Modelo: CE 285A | CB 435A | CB 436A MARCA: EVOLUT Cor: Black | Preto Rendimento médio de 2.100 impressões para 5% da página A4. Produto embalado e lacrado. Imagem ilustrativa utilizada para identificação e demonstração de produto. As Marcas citadas no anúncio pertencem aos seus respectivos fabricantes, somente mencionadas como referências para o uso correto do produto, conforme artigo 31 da Lei: 8078 de 11.09.1990;Suprimento de Impressão;Original;Padrão;Outro;;
mercado_livre;https://www.mercadolivre.com.br/cartucho-hp-954xl-amarelo-l0s68ab-20ml/p/MLB36750339;Cartucho Hp 954xl Amarelo L0s68ab 20ml;249.9;CASAPRINT SPEED;4.9;23;Descrição Cartucho HP 954XL amarelo L0S68AB 20ml Compatibilidade: HP OfficeJet Pro 7720, 7740, 8210, 8710, 8720, 8730 Impressões de alta qualidade: Os cartuchos HP foram projetados para proporcionar visibilidade em seus documentos coloridos e em preto. Veja imagens e fotos com detalhes precisos e imprima textos claros. Os cartuchos HP não causam danos à impressora. Desempenho consistente e confiável. Especificações: Cartucho HP 954XL Cor: Amarelo Rendimento: 1.600 páginas Impressoras compatíveis: Pro 8210 (D9L63A) Pro 8730 (D9L20A) Pro 8710 (D9L18A) Pro 8720 (D9L19A);Suprimento de Impressão;Original;XL (Alto Rendimento);Outro;600.0;0.41650000000000004
mercado_livre;https://www.mercadolivre.com.br/tinta-gt53-ink-tank-416-116-smart-tank-517-532-617-90ml-tinta-preto/p/MLB42995103;Tinta GT53 Ink Tank 416 116 Smart Tank 517 532 617 90ml Tinta Preto;59.9;OBERO INFORMATICA;4.9;69;;Suprimento de Impressão;Original;Padrão;Outro;;
mercado_livre;https://www.mercadolivre.com.br/cartucho-hp-667-preto-2376-2776-6476/p/MLB22022306;Cartucho HP 667 Preto 2376 2776 6476;66.9;OBERO INFORMATICA;4.7;1906;Descrição cartucho HP 667 (3YM79AB) Preto 2ml Especificações de impressão -Conteúdo: 2ml -Tecnologia de impressão: Jato de tinta Rendimento -1 Cartucho 667 preto rende até 120 páginas. Rendimento considerando 5% de cobertura na folha A4. Para um bom rendimento do cartucho o ideal é não ultrapassarmos os 5% área de cobertura. Quando utilizado o recurso de negritar títulos, trechos ou incluímos imagens essa porcentagem de cobertura facilmente sobe para 10%. Isto faz com que seu cartucho dure menos páginas. Impressoras Compatíveis Hp Deskjet Ink Advantage 1275, 2374, 2375, 2376, 2775, 2776 Hp Deskjet Ink Advantage Plus 6475, 6476 DESCRIÇÃO -Imprima todas as fotos e documentos de alta qualidade. -Desempenho em alta velocidade as tintas originais HP são elaboradas para ajudar você a imprimir rapidamente sem abrir mão da qualidade.;Suprimento de Impressão;Original;Padrão;667;120.0;0.5575
mercado_livre;https://www.mercadolivre.com.br/tinta-para-hp-recarga-cartucho-preta-500ml-662-664-122-60-74/p/MLB50335797;Tinta Para Hp Recarga Cartucho Preta 500ml 662 664 122 60 74;26.26;STK;;0;;Suprimento de Impressão;Original;Padrão;662;;
mercado_livre;https://produto.mercadolivre.com.br/MLB-3349820447-kit-refil-tinta-hp-gt53-preto-gt52-color-p-gt-5822-_JM;Kit Refil Tinta Hp Gt53 Preto + Gt52 Color P/ Gt 5822;82.56;adasadas;4.7;396;Descrição .KIT 4 TINTAS REFIL HP GT53 GT52 BLACK E COLORS (Amarelo, Ciano e .Magenta) ORIGINAL HP 4 CORES HP SMART TANK - INKTANK LACRADAS, .ENVIO IMEDIATO! .- EVITE DORES DE CABEÇA E COMPRE TINTAS ORIGINAIS! RENDE ATÉ 3X MAIS .HP Smart Tank 510 series, HP Smart Tank Plus 550 series, impressoras .HP Smart Tank Plus 610 series .HP DESKJET 5800 Series/ Ink Tank Series . ÓTIMO RENDIMENTO DE IMPRESSÕES E CORES VIVAS SEM FALHAS. .Modelo: GT53, GT52 .Cores: Preto, magenta, ciano, amarelo .Refil Original, Lacrada .Garantia De 30 dias! .Conteúdo do Kit: .-01 - Refil Black GT53 90 ml Original .-01- Refil magenta GT52 70 ml Original .-01- Refil ciano GT52 70 ml Original .-01- Refil amarelo GT52 70 ml original .Especificações .Conteúdo: 90ml .Rendimento: 5.000 páginas (CADA) .Cor do cartucho: preto .Conteúdo: 70 ml .Rendimento: 5.000 páginas conjuntas .Cor do cartucho: Magenta, Garantia do vendedor: 1 meses Ver descrição completa;Suprimento de Impressão;Original;Padrão;Outro;0.0;
mercado_livre;https://www.mercadolivre.com.br/cartucho-de-tinta-hp-667-deskjet-ink-advantage-cor-preto-e-colorido-do-4-ml-2-unidades/p/MLB36785112;Cartucho De Tinta Hp 667 Deskjet Ink Advantage Cor Preto E Colorido Do 4 Ml 2 Unidades;153.1;OBERO INFORMATICA;4.8;1959;Descrição Itens incluso nesse kit: 1 cartucho HP 667 (3YM79AB) Preto 2ml 1 cartucho HP 667 (3YM78AB) Tricolor 2ml Especificações de impressão -Conteúdo: 2ml -Tecnologia de impressão: Jato de tinta Rendimento -1 Cartucho 667 preto rende até 120 páginas. -1 Cartucho 667 tricolor rende até 100 páginas. Rendimento considerando 5% de cobertura na folha A4. Para um bom rendimento do cartucho o ideal é não ultrapassarmos os 5% área de cobertura. Quando utilizado o recurso de negritar títulos, trechos ou incluímos imagens essa porcentagem de cobertura facilmente sobe para 10%. Isto faz com que seu cartucho dure menos páginas. Impressoras Compatíveis Hp Deskjet Ink Advantage 1275, 2374, 2375, 2376, 2775, 2776 Hp Deskjet Ink Advantage Plus 6475, 6476 DESCRIÇÃO -Imprima todas as fotos e documentos de alta qualidade.;Suprimento de Impressão;Original;Padrão;667;120.0;1.2758333333333334
mercado_livre;https://www.mercadolivre.com.br/recarga-de-cartucho-de-impressora-deskjet-inkjet-ink-adavantage-faca-voc-mesmo-compativel-hp-inkcor/p/MLB45228482;Recarga de cartucho de impressora Deskjet Inkjet Ink Adavantage faça você mesmo compatível Hp Inkcor;43.61;Inkcor;;0;Descrição Kit Inkcor Para Recarga de Cartuchos compatível com Impressoras HP, Canon e Lexmark Jato Tinta. Contém 300ml no total de tintas corante e solução de limpeza. Conteúdo e Descrição: 1 Frasco com 60ml de Tinta Inkcor Premium Universal Corante na cor preta 1 Frasco com 60ml de Tinta Inkcor Premium Universal Corante na cor magenta 1 Frasco com 60ml de Tinta Inkcor Premium Universal Corante na cor amarela 1 Frasco com 60ml de Tinta Inkcor Premium Universal Corante na cor azul / cyan 1 Frasco com 60ml de Solução Líquida de Limpeza Inkcor Clean Fluid Acessórios: 1 Snap Fill universal Para Pressurização e Retirada de Ar de Cartuchos 1 Par de Luvas Plásticas simples 4 Aplicadores com Agulhas 1 Acesso impresso ao manual de instruções e vídeos tutoriais disponibilizados pela equipe Inkcor Tinta não indicada para papel fotográfico e impressora Tank e Ecotank COMPATIBILIDADE POR MODELO DE CARTUCHOS: Cartuchos HP: 667 - 667xl - 662 - 662xl - 664 - 664xl - 21 - 21xl - 22 - 27 - 28 - 56 - 57 - 60 - 60xl - 74 - 74xl - 75 - 92 - 93 - 94 - 95 - 96 - 97 - 98 - 901 - 901xl - 122 - 122xl Cartuchos CANON: 44 - 54 - 140 - 141 - 145 - 146 - 30 - 31 - 40 - 41 - 210 - 211 Cartuchos LEXMARK: 16 - 17 - 26 - 27 COMPATIBILIDADE POR MODELO DE IMPRESSORA: (PRINCIPAIS) Impressoras HP Deskjet Ink Advantage: 1275 - 2374 - 2375 - 2376 - 2700 - 2774 - 2775 - 2776 - 6475 - 6476 - 1115 - 2134 - 2136 - 2600 - 2676 - 3636 - 3776 - 3786 - 3788 - 3790 - 3836 - 4536 - 4676 - 5076 - 5276 - 2516 - 3516 - 3546 - 2546 - 1516 - 4646 - 2646 Impressoras HP Deskjet: 1000 - 1050 - 1055 - 2000 - 2050 - 3000 - 3050 - 3050a - D1660 - D2530 - D2545 - D2560 - D2660 - D5560 - F2430 - F2480 - F4210 - F4235 - F4240 - F4280 - F4435 - F4440 - F4480 - F4580 Impressoras HP PhotoSmart: C4635 - C4640 - C4650 - C4680 - C4740 - C4750 - C4780 - C4795 - D110 - D110A Impressoras HP Officejet: J4540 - J4550 - J4580 - J4660 - J4680 - 4500 Impressoras Canon: MG2410 - MG2510 - MG2910 - MG3010 - TS3110 - MG3110 - MG3210 - MG3510 - MG3610 - MX371 - MX391 - MX431 - MX471 - E481 - E4210 - IP2700 - MP230 - MP250 - MP280 - MP495 - MX320 - MX340 - MX360 - MX410 - IP1800 - IP1900 - MP190 E muitos outros. Quantidade média de recargas: A quantidade média de recargas que cada kit proporciona vai variar de acordo com o modelo/tamanho de cada cartucho. Deixamos a seguir uma média de acordo com os principais modelos simples HP (não XL) por recarga: HP 662: 10 recargas HP 664: 10 recargas HP 667: 10 recargas HP 60: 5 recargas HP 901: 5 recargas HP 21: 5 recargas Características: As tintas Inkcor Universais Corante fornecem boa qualidade de impressão e cobertura, produzem cores vivas e brilhantes, proteção contra entupimentos e têm secagem rápida. São indicadas para uso contínuo do dia-a-dia e geram grande economia. Kit Recarga Compatível Com Cartucho Hp 667 - 2376 2776 6476;Impressora;Original;Padrão;Outro;;
mercado_livre;https://www.mercadolivre.com.br/4-litro-tinta-para-impressora-hp-smart-tank-581-517-gt53-tinta-super-black-magenta-yellow-cyan/p/MLB50750289;4 Litro Tinta Para Impressora Hp Smart Tank 581 517 Gt53 Tinta Super Black Magenta Yellow Cyan;71.32;STK;;0;;Impressora;Original;Padrão;Outro;;
mercado_livre;https://www.mercadolivre.com.br/cartucho-hp-667-colorido-3ym78ab/p/MLB22658653;Cartucho Hp 667 Colorido 3ym78ab;71.9;vanvan;4.7;1906;"Descrição Características do Produto: Volume de páginas impressas: até 120 páginas. Impressões que funcionam todas as vezes. Cartuchos projetados para alto rendimento. Impressões resistentes à água e que não desbotam com o tempo. Cores mais vibrantes e nítidas. Com Tecnologia anti curvas. Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade. Resultados superiores da primeira à última página, sem obstruções ou impressões com bandas. Impressão sustentável, os cartuchos HP são feitos com até 50% de material reciclado. Compatíveis com a nova geração de impressoras Deskjet Ink Advantage da HP, que contempla as impressoras: DESKJET INK ADVANTAGE 2376; DESKJET INK ADVANTAGE 2776; DESKJET INK ADVANTAGE 2775; DESKJET INK ADVANTAGE 2375; DESKJET INK ADVANTAGE 2374; DESKJET INK ADVANTAGE 1275; HP Deskjet Ink Advantage Plus 6475; HP Deskjet Ink Advantage Plus 6476.";Suprimento de Impressão;Original;Padrão;667;120.0;0.5991666666666667
mercado_livre;https://www.mercadolivre.com.br/refil-de-tinta-recarga-de-cartucho-de-impressora-compativel-hp-2874-2774-2676-2050-f4480-c4480-3516-3000-3600-cartuchos-60-901-667-664-662-92-74-cor-preta-marca-inkcor-c-500ml/p/MLB44669914;Refil De Tinta Recarga De Cartucho De Impressora Compativel Hp 2874 2774 2676 2050 F4480 C4480 3516 3000 3600 Cartuchos 60 901 667 664 662 92 74 Cor Preta Marca Inkcor C/ 500ml;43.6;Inkcor;4.7;61;Descrição Kit Inkcor Para Recarga de Cartuchos compatível com Impressoras HP e Canon Jato Tinta. ============================================================================================ Ajude a proteger o meio ambiente reaproveitando seus cartuchos de impressora e ainda economize muito dinheiro reabastecendo você mesmo(a) seus cartuchos, ao invés de trocá-los por novos toda vez que acabarem ou ter de levar a uma loja para os reabastecer. Veja este exemplo: Cada recarga de cartucho de até 4ml de tinta terá um custo médio menor que R$ 2,00 por recarga. Isto não é incrível? As tintas Inkcor fornecem recargas seguras e com boa qualidade, e disponibilizamos um guia tutorial completo com passo-a-passo em vídeo para lhe auxiliar em suas recargas, tornando todo processo muito fácil e rápido. Garanta já seu kit! ============================================================================================ Conteúdo: - 1 Frasco com 500ml de Tinta Inkcor Premium Universal Corante na cor preta - 1 Snap Fill universal Para Pressurização e Retirada de Ar de Cartuchos - 1 Par de Luvas Plásticas simples - 1 Aplicador com Agulha - 1 Manual de instruções impresso e acesso a vídeos tutoriais disponibilizados pela equipe Inkcor Tinta não indicada para papel fotográfico e impressora Tank e Ecotank ============================================================================================ Compatibilidade por Modelo de Cartuchos: Cartuchos HP: 667 - 667xl - 662 - 662xl - 664 - 664xl - 21 - 21xl - 27 - 46 - 56 - 60 - 60xl - 61 - 74 - 74xl - 92 - 94 - 96 - 98 - 901 - 901xl - 122 - 122xl Cartuchos CANON: 44 - 140 - 145 - 30 - 40 - 210 =============================================================================================== Compatibilidade por Modelo de Impressora: Impressoras HP Deskjet Ink Advantage: 2874 - 2800 - 1275 - 2374 - 2375 - 2376 - 2700 - 2774 - 2775 - 2776 - 6475 - 6476 - 1115 - 2134 - 2136 - 2600 - 2676 - 3636 - 3776 - 3786 - 3788 - 3790 - 3836 - 4536 - 4676 - 5076 - 5276 - 2516 - 3516 - 3546 - 2546 - 1516 - 4646 - 2646 Impressoras HP Deskjet: 1000 - 1050 - 1055 - 2000 - 2050 - 3000 - 3050 - 3050a - D1660 - D2530 - D2545 - D2560 - D2660 - D5560 - F2430 - F2480 - F4210 - F4235 - F4240 - F4280 - F4435 - F4440 - F4480 - F4580 Impressoras HP PhotoSmart: C4635 - C4640 - C4650 - C4680 - C4740 - C4750 - C4780 - C4795 - D110 - D110A Impressoras HP Officejet: J4540 - J4550 - J4580 - J4660 - J4680 - 4500 Impressoras Canon: MG2410 - MG2510 - MG2910 - MG3010 - TS3110 - MG3110 - MG3210 - MG3510 - MG3610 - MX371 - MX391 - MX431 - MX471 - E481 - E4210 - IP2700 - MP230 - MP250 - MP280 - MP495 - MX320 - MX340 - MX360 - MX410 - IP1800 - IP1900 - MP190 ============================================================================================ Quantidade média de recargas: A quantidade média de recargas que cada kit proporciona vai variar de acordo com o modelo/tamanho de cada cartucho. Segue uma média de acordo com os principais modelos simples HP (não XL) por recarga: HP 662: 80 recargas HP 664: 80 recargas HP 667: 80 recargas HP 60: 50 recargas HP 901: 50 recargas HP 21: 40 recargas Para descobrir quantas recargas em média o modelo de seu cartucho vai render, divida a quantidade de tinta pela quantidade de ml que cabe no devido modelo, indicando deixar em média 2ml de taxa de perda de tinta durante o processo de recarga. ============================================================================================ Com o kit Inkcor para recarga de cartuchos, você obterá resultados em suas impressões, com cores vivas e vibrantes. As tintas Inkcor Universais Corante fornecem boa qualidade de impressão e cobertura, produzem cores vivas e brilhantes, proteção contra entupimentos e têm secagem rápida. São indicadas para uso contínuo do dia-a-dia e geram economia. ============================================================================================ Perguntas e respostas frequentes: 1) Posso recarregar qualquer tipo de cartucho? Somente nos modelos que constam na descrição deste anúncio. 2) Posso utilizar essas tintas em impressoras com bulk-ink, ecotank ou tank de tinta? Não recomendamos. 3) Após a recarga preciso utilizar os cartuchos de quanto em quanto tempo? Recomendamos que não deixe de imprimir pelo menos a cada 3 dias, para evitar que os cartuchos ressequem. 4) A qualidade das tintas Inkcor é igual a qualidade das tintas originais? As tintas originais geralmente têm a cor preta pigmentada, que proporciona melhor definição, enquanto que as tintas Inkcor são todas corantes, com tonalidades próximas, mas diferentes em relação às tintas originais, apesar de ter boa qualidade geral. 5) Quantas vezes posso recarregar meu cartucho? Cartuchos HP têm média de 1 a 5 recargas na cor preta e coloridos de 1 a 3 recargas. Canon e Lexmark têm média de 1 a 3 recargas em cartuchos pretos e de 1 a 2 em cartuchos coloridos. A quantidade de recargas pode variar conforme o uso contínuo e outros fatores. 6) Preciso fazer força para utilizar o snap fill? Há a necessidade de se formar vácuo quando da pressurização. 7) Preciso mesmo assistir aos vídeos tutoriais e ler o manual de instruções antes de recarregar meus cartuchos? É necessário, conforme consta na descrição. 8) Cartuchos podem queimar durante a recarga? E se isso ocorrer é necessário substituir o cartucho. 9) Já recarreguei antes meus cartuchos, será que vai funcionar? Pode testar, mas recomendamos que não haja mistura de tintas para evitar incompatibilidade. 10) Cartuchos podem travar e não imprimir? Em alguns casos é necessário fazer o reset de cartuchos, que é facilmente encontrado na internet. 11) As tintas Inkcor são de qualidade? Estão entre as melhores a venda neste site, com qualidade atestada pelos comentários contidos em nossas qualificações. 12) Por que não posso utilizar as tintas Inkcor em papel fotográfico ou glossy? Este tipo de papel não tem boa aceitação de tintas corante preta, necessitando de tinta pigmentada preta na maior parte dos casos;Impressora;Compatível;Padrão;667;;
mercado_livre;https://produto.mercadolivre.com.br/MLB-3349727735-kit-refil-tinta-hp-gt51-preto-gt52-color-p-gt-5822-_JM;Kit Refil Tinta Hp Gt51 Preto + Gt52 Color P/ Gt 5822;79.0;adasadas;4.7;688;Descrição Modelo: M0H57AL | M0H54AL | M0H56AL | M0H55AL Garantia do vendedor: 1 meses;Suprimento de Impressão;Original;Padrão;Outro;;
mercado_livre;https://www.mercadolivre.com.br/cartucho-hp-664-pretof6v29ab-para-deskjet-4535-4675-1115-2135-3775/p/MLB22534728;Cartucho HP 664 preto(F6V29AB) Para Deskjet 4535, 4675, 1115, 2135, 3775;64.61;Eshop;4.7;2052;Descrição cartucho HP 664 Preto(F6V29A) 2ml Especificações de impressão -Conteúdo: 2ml -Cor: Preto -Tecnologia de impressão: Jato de tinta Rendimento -1 Cartucho 664 preto rende até 120 páginas,considerando 5% de cobertura na folha A4. Para um bom rendimento do cartucho o ideal é não ultrapassarmos os 5% área de cobertura. Quando utilizado o recurso de negritar títulos, trechos ou incluímos imagens essa porcentagem de cobertura facilmente sobe para 10%. Isto faz com que seu cartucho dure menos páginas. Impressoras Compatíveis Hp Deskjet Ink Advantage 1156, 2134, 2136, 2676, 3636, 3776, 3786, 3788, 3790, 3836, 4536, 4676, 5076, 5276 DESCRIÇÃO -Imprima todas as fotos e documentos de alta qualidade. -Desempenho em alta velocidade as tintas originais HP são elaboradas para ajudar você a imprimir rapidamente sem abrir mão da qualidade.;Suprimento de Impressão;Original;Padrão;664;120.0;0.5384166666666667
mercado_livre;https://www.mercadolivre.com.br/kit-recarga-cartucho-preto-inkcor-com-100-ml-de-tinta-compativel-impressora-hp-e-canon-cartuchos-664-664xl-667-667xl-662-662xl-60-901-92-ink-advantage-inkjet-deskjet/p/MLB45256477;Kit Recarga Cartucho Preto Inkcor Com 100 Ml De Tinta Compativel Impressora Hp E Canon Cartuchos 664 664xl 667 667xl 662 662xl 60 901 92 - Ink Advantage Inkjet Deskjet;22.46;Inkcor;5.0;21;Descrição Kit Inkcor Para Recarga de Cartuchos compatível com Impressoras HP, Canon e Lexmark Jato Tinta. ============================================================================================ Ajude a proteger o meio ambiente reaproveitando seus cartuchos de impressora e ainda economize muito dinheiro reabastecendo você mesmo(a) seus cartuchos, ao invés de trocá-los por novos toda vez que acabarem ou ter de levar a uma loja para os reabastecer. Veja este exemplo: Cada recarga de cartucho de até 4ml de tinta terá um custo médio menor que R$ 2,00 por recarga. Isto não é incrível? As tintas Inkcor fornecem recargas seguras e com boa qualidade, e disponibilizamos um guia tutorial completo com passo-a-passo em vídeo para lhe auxiliar em suas recargas, tornando todo processo muito fácil e rápido. Garanta já seu kit! ============================================================================================ Conteúdo: - 1 Frasco com 100ml de Tinta Inkcor Premium Universal Corante na cor preta - 1 Snap Fill universal Para Pressurização e Retirada de Ar de Cartuchos - 1 Par de Luvas Plásticas simples - 1 Aplicador com Agulha - 1 Manual de instruções impresso e acesso a vídeos tutoriais disponibilizados pela equipe Inkcor Tinta não indicada para papel fotográfico e impressora Tank e Ecotank ============================================================================================ Compatibilidade por Modelo de Cartuchos: Cartuchos HP: 667 - 667xl - 662 - 662xl - 664 - 664xl - 21 - 21xl - 27 - 46 - 56 - 60 - 60xl - 61 - 74 - 74xl - 92 - 94 - 96 - 98 - 901 - 901xl - 122 - 122xl Cartuchos CANON: 44 - 140 - 145 - 30 - 40 - 210 =============================================================================================== Compatibilidade por Modelo de Impressora: Impressoras HP Deskjet Ink Advantage: 2874 - 2800 - 1275 - 2374 - 2375 - 2376 - 2700 - 2774 - 2775 - 2776 - 6475 - 6476 - 1115 - 2134 - 2136 - 2600 - 2676 - 3636 - 3776 - 3786 - 3788 - 3790 - 3836 - 4536 - 4676 - 5076 - 5276 - 2516 - 3516 - 3546 - 2546 - 1516 - 4646 - 2646 Impressoras HP Deskjet: 1000 - 1050 - 1055 - 2000 - 2050 - 3000 - 3050 - 3050a - D1660 - D2530 - D2545 - D2560 - D2660 - D5560 - F2430 - F2480 - F4210 - F4235 - F4240 - F4280 - F4435 - F4440 - F4480 - F4580 Impressoras HP PhotoSmart: C4635 - C4640 - C4650 - C4680 - C4740 - C4750 - C4780 - C4795 - D110 - D110A Impressoras HP Officejet: J4540 - J4550 - J4580 - J4660 - J4680 - 4500 Impressoras Canon: MG2410 - MG2510 - MG2910 - MG3010 - TS3110 - MG3110 - MG3210 - MG3510 - MG3610 - MX371 - MX391 - MX431 - MX471 - E481 - E4210 - IP2700 - MP230 - MP250 - MP280 - MP495 - MX320 - MX340 - MX360 - MX410 - IP1800 - IP1900 - MP190 ============================================================================================ Quantidade média de recargas: A quantidade média de recargas que cada kit proporciona vai variar de acordo com o modelo/tamanho de cada cartucho. Segue uma média de acordo com os principais modelos simples HP (não XL) por recarga: HP 662: 18 recargas HP 664: 18 recargas HP 667: 18 recargas HP 60: 10 recargas HP 901: 10 recargas HP 21: 8 recargas Para descobrir quantas recargas em média o modelo de seu cartucho vai render, divida a quantidade de tinta pela quantidade de ml que cabe no devido modelo, indicando deixar em média 2ml de taxa de perda de tinta durante o processo de recarga. ============================================================================================ Com o kit Inkcor para recarga de cartuchos, você obterá resultados em suas impressões, com cores vivas e vibrantes. As tintas Inkcor Universais Corante fornecem boa qualidade de impressão e cobertura, produzem cores vivas e brilhantes, proteção contra entupimentos e têm secagem rápida. São indicadas para uso contínuo do dia-a-dia e geram economia. ============================================================================================ Perguntas e respostas frequentes: 1) Posso recarregar qualquer tipo de cartucho? Somente nos modelos que constam na descrição deste anúncio. 2) Posso utilizar essas tintas em impressoras com bulk-ink, ecotank ou tank de tinta? Não recomendamos. 3) Após a recarga preciso utilizar os cartuchos de quanto em quanto tempo? Recomendamos que não deixe de imprimir pelo menos a cada 3 dias, para evitar que os cartuchos ressequem. 4) A qualidade das tintas Inkcor é igual a qualidade das tintas originais? As tintas originais geralmente têm a cor preta pigmentada, que proporciona melhor definição, enquanto que as tintas Inkcor são todas corantes, com tonalidades próximas, mas diferentes em relação às tintas originais, apesar de ter boa qualidade geral. 5) Quantas vezes posso recarregar meu cartucho? Cartuchos HP têm média de 1 a 5 recargas na cor preta e coloridos de 1 a 3 recargas. Canon e Lexmark têm média de 1 a 3 recargas em cartuchos pretos e de 1 a 2 em cartuchos coloridos. A quantidade de recargas pode variar conforme o uso contínuo e outros fatores. 6) Preciso fazer força para utilizar o snap fill? Há a necessidade de se formar vácuo quando da pressurização. 7) Preciso mesmo assistir aos vídeos tutoriais e ler o manual de instruções antes de recarregar meus cartuchos? É necessário, conforme consta na descrição. 8) Cartuchos podem queimar durante a recarga? E se isso ocorrer é necessário substituir o cartucho. 9) Já recarreguei antes meus cartuchos, será que vai funcionar? Pode testar, mas recomendamos que não haja mistura de tintas para evitar incompatibilidade. 10) Cartuchos podem travar e não imprimir? Em alguns casos é necessário fazer o reset de cartuchos, que é facilmente encontrado na internet. 11) As tintas Inkcor são de qualidade? Estão entre as melhores a venda neste site, com qualidade atestada pelos comentários contidos em nossas qualificações. 12) Por que não posso utilizar as tintas Inkcor em papel fotográfico ou glossy? Este tipo de papel não tem boa aceitação de tintas corante preta, necessitando de tinta pigmentada preta na maior parte dos casos.;Impressora;Compatível;XL (Alto Rendimento);664;;
